Name,Link,Type,Program(s),List,Score,Aliases,Addresses,Country
MUHJAT ALQUDS FOUNDATION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=46208,Entity,SDGT,SDN,,"strong: MUHJAT AL-QUDS FOUNDATION FOR PRISONERS; strong: MUHJAT AL-QUDS INSTITUTION; strong: MUHJAT AL-QUDS FOUNDATION FOR MARTYRS, PRISONERS, AND WOUNDED; weak: JERUSALEM MOVEMENT FOUNDATION FOR THE MARTYRS, PRISONERS, AND WOUNDED; weak: AL-MUHJA", Region: Gaza,Region: Gaza
LORD'S RESISTANCE ARMY,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19100,Entity,CAR,SDN,,weak: LRA; strong: LORD'S RESISTANCE MOVEMENT; strong: LORD'S RESISTANCE MOVEMENT/ARMY; weak: LRM; weak: LRM/A," Vakaga, Central African Republic; Haute-Kotto, Central African Republic; Basse-Kotto, Central African Republic; Haut-Mbomou, Central African Republic; Mbomou, Central African Republic; Haut-Uolo, Congo, Democratic Republic of the; Bas-Uolo, Congo, Democratic Republic of the; Region: Kafia Kingi",Region: Kafia Kingi
ANSAR AL-DINE,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15852,Entity,FTO; SDGT,SDN,,strong: ANSAR DINE; strong: ANSAR AL-DIN; strong: ANCAR DINE; strong: ANSAR UL-DINE; strong: ANSAR EDDINE; strong: DEFENDERS OF THE FAITH, Region: Northern Mali,Region: Northern Mali
SOUTHEAST TRADING OY,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18305,Entity,UKRAINE-EO13661,SDN,,strong: SOUTHEAST TRADING LTD," Bucharest, Romania; St. Petersburg, Russia; Espoo, Finland; Kannelkatu 8, Lappeenranta, 53100, Finland; PL 148, Lappeenranta, 53101, Finland",Romania
MEGA GROUP S.R.L.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13065,Entity,SDNTK,SDN,,,"No. 3, Clinceni, Ilfov, 77060, Romania; Commune Bragadiru,",Romania
NIMR INTERNATIONAL S.R.L.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=32894,Entity,SDGT,SDN,,,"STR. Horea NR. 80-82A AP. 13, Cluj-Napoca, 400001, Romania",Romania
GELRO IMPEX S.R.L.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13066,Entity,SDNTK,SDN,,,"Cart. Cring, Municipiul Buzau, Buzau, 120164, Romania; Bloc 2C, Ap. 16",Romania
COLLECTING BEE SRL,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=42308,Entity,SDGT,SDN,,,"24 Bucharest, Str. Iuliu Valaori, municipality of Bucharest, 30682, Romania",Romania
GELERI IMPORT EXPORT S.R.L.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=13064,Entity,SDNTK,SDN,,,"3 Str. Clinceni Depozitul, Ilfov 70000, Romania; C10,",Romania
CARGO FREIGHT INTERNATIONAL,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10116,Entity,DRCONGO,SDN,,"strong: CARGO FRET INTERNATIONAL, SPRL","P. O. Box 873, Goma, Congo, Democratic Republic of the; Kinshasa, Congo, Democratic Republic of the; Kigali, Rwanda",Rwanda
COMPAGNIE AERIENNE DES GRANDS LACS,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10117,Entity,DRCONGO,SDN,,strong: CAGL,"Av. President Mobutu, Goma, Congo, Democratic Republic of the; Gisenyi, Rwanda",Rwanda
GREAT LAKES BUSINESS COMPANY,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10118,Entity,DRCONGO,SDN,,strong: GLBC,"P. O. Box 315, Goma, Congo, Democratic Republic of the; Gisenyi, Rwanda",Rwanda
DENIZ CAPITAL MARITIME INC,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=46878,Entity,SDGT,SDN,,,"Hamilton Development, Unit B, Charlestown, Nevis, Saint Kitts and Nevis",Saint Kitts and Nevis
ARGUS CONSTRUCTION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=20248,Entity,SYRIA,SDN,,,"P.O. Box 556, Charlestown, Saint Kitts and Nevis; Main Street,",Saint Kitts and Nevis
BLUE ENERGY TRADE LTD. CO.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18343,Entity,SYRIA,SDN,,,"P.O. Box 556, Charlestown, Saint Kitts and Nevis",Saint Kitts and Nevis
CONSTELLO INC.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26216,Entity,VENEZUELA-EO13850,SDN,,, Saint Kitts and Nevis,Saint Kitts and Nevis
ORIENT SHIPPING LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8393,Entity,IRAQ2,SDN,,,"Lot 18, Bay Street, Kingstowne, Saint Vincent and the Grenadines",Saint Vincent and the Grenadines
CHATEX,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33854,Entity,CYBER2,SDN,,, Estonia; Latvia; Saint Vincent and the Grenadines,Saint Vincent and the Grenadines
HIGHTRADE FINANCE LTD,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33857,Entity,CYBER2,SDN,,,"Suite 305, Griffith Corporate Centre, Kingstown, Saint Vincent and the Grenadines",Saint Vincent and the Grenadines
PRO-GAIN GROUP CORPORATION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23824,Entity,DPRK3,SDN,,,"8th Floor, Number 466, Section 2, Taipei, Taiwan; Neihu Road, Le Sanalele Complex, Ground Floor, Apia, Samoa; Vaea Street, Saleufi, Taiwan; Samoa",Samoa
SRL SKYLINE AVIATION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=35799,Entity,UKRAINE-EO13685,SDN,,strong: SKYLINE AVIATION SRL; strong: SKYLINE AVIATION LTD,"Via Consiglio dei Sessanta, 99, 47891, San Marino; Dogana,",San Marino
ARAB PROJECTS COMPANY S.A. LTD.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8342,Entity,IRAQ2,SDN,,,"P.O. Box 1318, Amman, Jordan; P.O. Box 1972, Riyadh, Saudi Arabia; P.O. Box 7939, Beirut, Lebanon",Saudi Arabia
BENEVOLENCE INTERNATIONAL FOUNDATION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=7321,Entity,SDGT,SDN,,strong: AL BIR AL DAWALIA; weak: BIF; strong: BIF-USA; strong: MEZHDUNARODNYJ BLAGOTVORITEL'NYJ FOND,"Bashir Safar Ugli 69, Baku, Azerbaijan; 69 Boshir Safaroglu St., Baku, Azerbaijan; Sarajevo, Bosnia and Herzegovina; Zenica, Bosnia and Herzegovina; 3 King Street, South Waterloo, Ontario, N2J 3Z6, Canada; P.O. Box 1508 Station B, Mississauga, Ontario, L4Y 4G2, Canada; 2465 Cawthra Rd., #203, Mississauga, Ontario, L5A 3P2, Canada; Ottawa, Canada; Grozny, Chechnya, Russia; 91 Paihonggou, Lanzhou, Gansu, China; Hrvatov 30, 41000, Zagreb, Croatia; Makhachkala, Daghestan, Russia; Duisi, Georgia; Tbilisi, Georgia; Nazran, Ingushetia, Russia; Burgemeester Kessensingel 40, Maastricht, Netherlands; House 111, First Floor, Street 64, F-10/3, Islamabad, Pakistan; Azovskaya 6, km. 3, off. 401, Moscow, Russia; P.O. Box 1055, Peshawar, Pakistan; Ulitsa Oktyabr'skaya, dom. 89, Moscow, Russia; P.O. Box 1937, Khartoum, Sudan; P.O. Box 7600, Jeddah, 21472, Saudi Arabia; P.O. Box 10845, Riyadh, 11442, Saudi Arabia; Dushanbe, Tajikistan; United Kingdom; Afghanistan; Bangladesh; Bosnia and Herzegovina; Gaza Strip, Palestinian; Yemen; IL, United States",Saudi Arabia
AL-QA'IDA IN THE ARABIAN PENINSULA,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11695,Entity,FTO; SDGT,SDN,,weak: AQAP; strong: AL-QA'IDA ORGANIZATION IN THE ARABIAN PENINSULA; strong: TANZIM QA'IDAT AL-JIHAD FI JAZIRAT AL-ARAB; strong: AL-QA'IDA OF JIHAD ORGANIZATION IN THE ARABIAN PENINSULA; strong: AL-QA'IDA IN YEMEN; weak: AQY; strong: AL-QA'IDA IN THE SOUTH ARABIAN PENINSULA; strong: ANSAR AL-SHARI'A; strong: ANSAR AL-SHARIA; strong: ANSAR AL-SHARIAH; strong: ANSAR AL SHARIAH; strong: PARTISANS OF ISLAMIC LAW; weak: SONS OF ABYAN; weak: SONS OF HADRAMAWT; weak: SONS OF HADRAMAWT COMMITTEE; weak: CIVIL COUNCIL OF HADRAMAWT; weak: NATIONAL HADRAMAWT COUNCIL, Yemen; Saudi Arabia,Saudi Arabia
ANDA COMPANY,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=37483,Entity,SDGT,SDN,,strong: ANDA CO.; strong: ANDA LTD., Saudi Arabia,Saudi Arabia
ASYAF INTERNATIONAL HOLDING GROUP FOR TRADING AND INVESTMENT,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18536,Entity,SDGT,SDN,,strong: ASYAF INTERNATIONAL HOLDING GROUP FOR TRADING & INVESTMENT; strong: ASYAF INTERNATIONAL HOLDING GROUP; strong: ASYAF GROUP; strong: AL-OSAMA TRADING CO. LTD.; strong: OSAMA TRADING COMPANY LTD; strong: AL-'USAMA TRADING COMPANY; weak: AL-'USAMAH COMPANY; weak: ASAMA COMMERCIAL COMPANY; weak: ASAMA COMPANY; strong: M/S OSAMA KHAIRY HAFEZ TRADING EST.; weak: NURIN COMPANY; strong: DAN ISDICO,"P.O. Box 8800, Jeddah, 21492, Saudi Arabia; 504 & 7102, Ibrahim Shakir Building, Jeddah, 21492, Saudi Arabia; Hail Street Rowais, Near Caravan Center, Pr. Amir Sultan Street, Jeddah, Saudi Arabia; Khalidiya Business Center, 3rd Floor, Khalidiya, Riyadh, 14213, Saudi Arabia; Dammam, Saudi Arabia; Al Kharaj, Saudi Arabia; Qasim, Saudi Arabia; Khartoum, Sudan",Saudi Arabia
RAPID INTERVENTION FORCE,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=31191,Entity,GLOMAG,SDN,,weak: TIGER SQUAD; strong: SAUDI RAPID INTERVENTION GROUP; strong: FIRQAT EL-NEMR, Saudi Arabia,Saudi Arabia
IRAN INSURANCE COMPANY,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11631,Entity,IRAN,SDN,,strong: BIMEH IRAN,"107 Dr Fatemi Avenue, Tehran, 14155/6363, Iran; Abdolaziz-Al-Masaeed Building, Sheikh Maktoom St., Deira, P.O. Box 2004, Dubai, United Arab Emirates; P.O. Box 1867, Al Ain, Abu Dhabi, United Arab Emirates; P.O. Box 3281, Abu Dhabi, United Arab Emirates; P.O. Box 1666, Sharjah, United Arab Emirates; P.O. Box 849, Ras-Al-Khaimah, United Arab Emirates; P.O. Box 417, Muscat, 113, Oman; P.O. Box 676, Salalah, 211, Oman; P.O. Box 995, Manama, Bahrain; Al-Lami Center, Ali-Bin-Abi Taleb St. Sharafia, P.O. Box 11210, Jeddah, 21453, Saudi Arabia; Al Alia Center, Salaheddine Rd., Al Malaz, P.O. Box 21944, Riyadh, 11485, Saudi Arabia; Al Rajhi Bldg., 3rd Floor, Suite 23, Dhahran St., P.O. Box 1305, Dammam, 31431, Saudi Arabia",Saudi Arabia
UNION OF GOOD,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11256,Entity,SDGT,SDN,,strong: CHARITY COALITION; strong: COALITION OF GOOD; strong: ETILAFU EL-KHAIR; strong: I'TILAF AL-KHAIR; strong: I'TILAF AL-KHAYR; strong: 101 DAYS CAMPAIGN; strong: ETELAF AL-KHAIR,"P.O. Box 136301, Jeddah, 21313, Saudi Arabia",Saudi Arabia
AL-HARAMAIN ISLAMIC FOUNDATION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=10932,Entity,SDGT,SDN,,,"West Al-M'ather Street, Riyadh, Saudi Arabia; P.O. Box 69606, Riyadh, 11557, Saudi Arabia",Saudi Arabia
ISIL-SAUDI ARABIA,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=19889,Entity,SDGT,SDN,,strong: ISLAMIC STATE OF IRAQ AND THE LEVANT-SAUDI ARABIA; strong: ISLAMIC STATE OF IRAQ AND THE LEVANT IN SAUDI ARABIA; strong: ISIS IN SAUDI ARABIA; strong: WILAYAT AL-HARAMAYN; weak: WILAYAT NAJD; weak: NAJD PROVINCE; weak: PROVINCE OF THE TWO HOLY PLACES; strong: MUJAHIDEEN OF THE ARABIAN PENINSULA; strong: HIJAZ PROVINCE OF THE ISLAMIC STATE; weak: AL-HIJAZ PROVINCE," Hijaz and Asir Provinces, Najd region, Saudi Arabia; Kuwait",Saudi Arabia
SYRISS,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21243,Entity,SYRIA,SDN,,strong: SYRISS GROUP LIMITED; strong: SYRISS LOGISTICS AND SERVICE COMPANY; strong: GUANGZHOU SYRISS LOGISTICS & SERVICES,"Head Office, Guangzhou, 510000, China; Suite 707, Oriental Finance Building, 140 Dong Feng Xi Road, Marine Logistics Office, Guangzhou, China; Suite 912, Nan You Building, 142 Dongfeng Xi Road, Air Logistics Office, Guangzhou, China; Suite 419, Nan You Building, 142 Dongfeng Xi Road, Marine Warehouse, Guangzhou, China; Baiyun Area, ShiJing Town, 20 Qingfeng Qinglong Road, Baramkeh Free Zone, Damascus, Syria; Jebel Ali Free Zone, W.H. # WF06, Jebel Ali, United Arab Emirates; Ras Al Khor Industrial 3, Warehouse # 2, Al Aweer, United Arab Emirates; Exit 19 Al Manakh area W.H. # 364, Riyadh, Saudi Arabia",Saudi Arabia
MARKOM METAL COMMERCE DOO ZVECAN,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33993,Entity,GLOMAG,SDN,,"strong: MARKOM METAL COMMERCE DRUSTVO SA OGRANICENOM ODGOVORNOSCU, GRABOVAC"," Grabovac, 37240, Serbia",Serbia
ARANEKS DOO,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28123,Entity,GLOMAG,SDN,,strong: ARANEKS DOO BEOGRAD-VOZDOVAC,"Bulevar Oslobodenja 166, Belgrade, 11010, Serbia",Serbia
BETONJERKA DOO ALEKSINAC,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33876,Entity,GLOMAG,SDN,,"strong: PRIVREDNO DRUSTVO ZA PROIZVODNJU BETONSKIH STUBOVA, TRAFO-STANICA I PRATECIH ELEMENATA ZA IZGRADNJU I ODRZAVANJE ELEKTROENERGETSKIH OBJEKATA BETONJERKA DOO ALEKSINAC","Autoput Bb, Aleksinac, 18220, Serbia",Serbia
CIVIJA KOMERC,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33877,Entity,GLOMAG,SDN,,strong: SAMOSTALNA TRGOVINSKA RADNJA CIVIJA KOMERC ZVONKO VESELINOVIC PREDUZETNIK SABAC,"Macvanska 65, Sabac, 15000, Serbia",Serbia
DOO BABUDOVAC BRNJAK,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33879,Entity,GLOMAG,SDN,,"strong: DOO BABUDOVAC PREDUZECE ZA PROIZVODNJU, TRGOVINU I USLUGE, BRNJAK","Brnjak Bb, Srpska Crnja, Serbia",Serbia
DOO MM KOM INTER BLUE DONJI JASENOVIK,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33882,Entity,GLOMAG,SDN,,strong: PREDUZECE ZA PROIZVODNJU PROMET TRGOVINU I USLUGE MM KOM INTER BLUE DOO DONJI JASENOVIK," Donji Jasenovik, 38228, Serbia",Serbia
DOO RAD 028 ZVECAN,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33990,Entity,GLOMAG,SDN,,strong: DRUSTVO SA OGRANICENOM ODGOVORNOSCU RAD 028 ZVECAN,"Prote Stojana 4/2, Zvecan, Serbia",Serbia
FALCON STRATEGIC SOLUTIONS DOO,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28120,Entity,GLOMAG,SDN,,strong: FALCON STRATEGIC SOLUTIONS DOO BEOGRAD-PALILULA,"Todora Manojlovica 28, Belgrade, 11060, Serbia",Serbia
"GLOBAL RELIEF FOUNDATION, INC.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=7270,Entity,SDGT,SDN,,"strong: FONDATION SECOURS MONDIAL A.S.B.L.; strong: FONDATION SECOURS MONDIAL-BELGIQUE A.S.B.L.; strong: FONDATION SECOURS MONDIAL-KOSOVA; strong: FONDATION SECOURS MONDIAL VZW; strong: FONDATION SECOURS MONDIAL 'WORLD RELIEF'; weak: FSM; strong: STICHTING WERELDHULP-BELGIE, V.Z.W.; strong: SECOURS MONDIAL DE FRANCE","Rruga e Kavajes, Building No. 3, Apartment No. 61, P.O. Box 2892, Tirana, Albania; Vaatjesstraat, 29, Putte, 2580, Belgium; Rue des Bataves 69, 1040 Etterbeek, Brussels, Belgium; P.O. Box 6, 1040 Etterbeek 2, Brussels, Belgium; Mula Mustafe Baseskije Street No. 72, Sarajevo, Bosnia and Herzegovina; Put Mladih Muslimana Street 30/A, Sarajevo, Bosnia and Herzegovina; Rr. Skenderbeu 76, Lagjja Sefa, Gjakova, Serbia; Ylli Morina Road, Djakovica, Serbia; House 267 Street No. 54, Sector F-11/4, Islamabad, Pakistan; Saray Cad. No. 37 B Blok, Yesilyurt Apt. 2/4, Sirinevler, Turkey; Afghanistan; Azerbaijan; Bangladesh; Chechnya, Russia; China; Eritrea; Ethiopia; Georgia; India; Ingushetia, Russia; Iraq; Jordan; Kashmir, undetermined; Lebanon; Gaza Strip, undetermined; Sierra Leone; Somalia; Syria; 49 rue du Lazaret, Strasbourg, 67100, France; West Bank",Serbia
INKOP DOO CUPRIJA,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33431,Entity,GLOMAG,SDN,,strong: GRADJEVINSKO PREDUZECE INKOP DOO CUPRIJA; weak: INKOP,"Karadordeva 6, Cuprija, 35230, Serbia",Serbia
DOLLY BELL DOO BEOGRAD-NOVI BEOGRAD,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33878,Entity,GLOMAG,SDN,,weak: DOLLY BELL,"Partizanske Avijacije 4/III, Belgrade, 11000, Serbia",Serbia
KOMOTKO,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8813,Entity,BALKANS,SDN,,,"12 Pop Lukina, Belgrade, Serbia",Serbia
VECTURA TRANS DOO,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28125,Entity,GLOMAG,SDN,,strong: VECTURA TRANS DOO NOVI BEOGRAD,"Narodnih Heroja 16, Belgrade, Serbia",Serbia
ZDRAVO,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8812,Entity,BALKANS,SDN,,,"12 Pop Lukina, Belgrade, Serbia",Serbia
VTB BANK JSC BELGRADE,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18728,Entity,UKRAINE-EO13662,Non-SDN,,strong: VTB BANKA AD BEOGRAD; strong: MOSKOVSKA BANKA AD,"2 Balkanska street, Belgrade, 11 000, Serbia",Serbia
VELCOM TRADE DOO BEOGRAD,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28121,Entity,GLOMAG,SDN,,"strong: VELCOM TRADE PREDUZECE ZA PROIZVODNJU PROMET I USLUGE DOO, BEOGRAD STARI GRAD","Tadeusa Koscuskog 56, Belgrade, 11000, Serbia",Serbia
MELVALE CORPORATION DOO BEOGRAD,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28122,Entity,GLOMAG,SDN,,"strong: PREDUZECE ZA PROIZVODNJU, PROMET I USLUGE MELVALE CORPORATION DOO, BEOGRAD STARI GRAD","Tadeusa Koscuska 56, Belgrade, 11000, Serbia",Serbia
PREDUZECE ZA TRGOVINU NA VELIKO I MALO PARTIZAN TECH DOO BEOGRAD-SAVSKI VENAC,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23284,Entity,GLOMAG,SDN,,strong: PARTIZAN TECH DOO BEOGRAD; strong: PARTIZAN TECH DOO; strong: PARTIZAN ARMS; strong: PARTIZAN ARMS DOO,"Maglajska 19 11000, Beograd (Savski Venac), Serbia",Serbia
TEHNOGLOBAL SYSTEMS DOO BEOGRAD,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23287,Entity,GLOMAG,SDN,,strong: CALIDUS TRADE DOO; strong: CALIDUS TRADE DOO BEOGRAD,"Maglajska 19 11000, Beograd, Serbia; Beograd 6,",Serbia
PREDSTAVNISTVO CASAGRANDE EXPORT-IMPORT,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17612,Entity,SDNTK,SDN,,,"2 A Kosovska, Surcin, 11271, Serbia",Serbia
NOVI PAZAR-PUT D.O.O. NOVI PAZAR,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33880,Entity,GLOMAG,SDN,,strong: DRUSTVO SA OGRANICENOM ODGOVORNOSCU NOVI PAZAR-PUT NOVI PAZAR,"Sabana Koce 67, Novi Pazar, 36300, Serbia",Serbia
METAL-ROBNA KUCA,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=33994,Entity,GLOMAG,SDN,,strong: METAL-ROBNA KUCA ZVECAN,"Kosovskih Junaka Bb, Zvecan, 38227, Serbia",Serbia
MCI TRADING DOO BEOGRAD PALILULA,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=44216,Entity,RUSSIA-EO14024,SDN,,strong: MCI DOO BEOGRAD,"Mirocka 1/1, Belgrade, 11060, Serbia",Serbia
MAXIMA MIDDLE EAST TRADING CO.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17510,Entity,SYRIA,SDN,,,"P.O. Box 122925, Sharjah, United Arab Emirates; Sharjah Airport International Free Zone, SAIF Lounge, Suite 13, First Floor Oliaji Trade Centre, Victoria, Mahe, Seychelles; Francis Rachel Street,",Seychelles
AGR INTERNATIONAL LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=35305,Entity,DRCONGO,SDN,,,"Global Gateway, 8 rue de la Perle, Providence, Mahe, Seychelles",Seychelles
AMMERSHAM COMMERCIAL VENTURES LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17100,Entity,SDNTK,SDN,,," Victoria, Seychelles; PostFach 432, Klagenfurt, Austria",Seychelles
AUTOLEX TRANSPORT LTD.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27292,Entity,CYBER2; ELECTION-EO13848; UKRAINE-EO13661,SDN,,,"Alpha Centre, Mahe, Seychelles; Providence Office, Number 22,",Seychelles
LINBURG INDUSTRIES LTD.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27195,Entity,CYBER2; ELECTION-EO13848; UKRAINE-EO13661,SDN,,,"Alpha Centre, Mahe, Seychelles; Providence Office, Number 22, Blanicka 590/3, Prague, 120 000, Czech Republic; Vinohrady,",Seychelles
MORGAN ADDITIVES MANUFACTURING CO.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18250,Entity,SYRIA,SDN,,strong: MORGAN MIDDLE EAST LLC,"Office No. 2206, 22nd Floor, Dubai, United Arab Emirates; Jafza View 19, Sheikh Zayed Road Besides Jafza View 18, Jebel Ali Free Zone Authority, Suite 13, First Floor, Oliaji Trade Centre, Victoria, Mahe, Seychelles; Francis Rachel Street,",Seychelles
NORTHSTAR TRADING CORPORATION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=16837,Entity,SDNTK,SDN,,strong: SYNERGY CONSULTANTS LIMITED," Victoria, Seychelles",Seychelles
POWER ANCHOR LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28339,Entity,IRAN-EO13871,SDN,,," Mahe, Seychelles",Seychelles
"UNITE RESOURCES CO., LIMITED",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=40964,Entity,IRAN-EO13846,SDN,,strong: UNITE RESOURCES COMMERCIAL LIMITED; weak: UNITERES,"Lemmi Centre, Hoi Yuen Road, Hong Kong, China; Kwun Tong, Kowloon, Manglier Street, Victoria, Seychelles",Seychelles
BERATEX GROUP LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27194,Entity,CYBER2; ELECTION-EO13848; UKRAINE-EO13661,SDN,,strong: BERATEX GROUP LTD.,"Suite 1, Sound and Vision House, Victoria, Mahe, Seychelles; Francis Rachel Street,",Seychelles
KAFAK ENTERPRISES LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17770,Entity,SDGT,SDN,,,"88B, T/Balewa Road, Kano State, Nigeria; Sierra Leone",Sierra Leone
MILENYUM ENERGY S.A.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18328,Entity,SYRIA,SDN,,strong: MILENYUM SHIPPING; strong: MILENYUM DENIZCILIK GEMI HIZMETLERI ACENTELIK VE OZEL OGRETIM HIZMETLERI LIMITED SIRKETI; strong: MILENYUM DENIZCILIK GEMI,"c/o Milenyum Denizcilik Gemi H., Hizmetleri Ltd. Sti, Istanbul, 34384, Turkey; Nazli Sokak 9, Halilrifatpasa Mah, Sisli, Ataturk Mahallesi Gulay Sokak, No. 12/3, Istanbul, Turkey; Atasehir, No. 18 D. 1 Kemankes Mah. Necatibey Cad., Istanbul, Turkey; Akce Sok., Karakoy, Sierra Leone; Avenida Norte Enrique Geenzeier El Cangrejo, Panama, 0834-1082, Panama",Sierra Leone
TAJCO,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=12452,Entity,SDGT,SDN,,strong: TAJCO LTD; strong: TAJCO SARL; strong: TAJCO COMPANY; strong: TAJCO COMPANY LLC; strong: TRADEX CO; strong: GRAND STORES (THE GAMBIA LOCATION ONLY),"62 Buckle Street, Banjul, The Gambia; 1 Picton Street, Banjul, The Gambia; Dohat Building 1st Floor, Banjul, The Gambia; Liberation Avenue, Tajco Building, Tyre, Lebanon; Main Street, Hannawiyah, Tajco Building, Sour (Tyre), Lebanon; Hanouay, 30 Sani Abacha Street, Freetown, Sierra Leone",Sierra Leone
KANSO FISHING AGENCY LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23666,Entity,SDGT,SDN,,,"Kissy Dockyard, Freetown, Sierra Leone",Sierra Leone
ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=24390,Entity,SDGT,SDN,,strong: GLOBAL TRADING GROUP; strong: GLOBAL TRADING GROUP NV; weak: EEPC,"Frankrijklei 39, Antwerpen, 2000, Belgium; 2nd Floor, 22 Liverpool Street, Freetown, Sierra Leone; Standard Chartered Bank Building, 2nd floor, Banjul, The Gambia; Kairaba Ave, Rue de Canal, Abidjan, Cote d Ivoire; G83 Zone 4G, 01BP1280, Quartier les Cocotiers, Cotonou, Benin; Avenue Pape Jean Paul II, Lot 4274, Frankrijklei 156 (5th floor), Antwerpen, 2000, Belgium",Sierra Leone
BLUE LAGOON GROUP LTD.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23665,Entity,SDGT,SDN,,strong: BLUE LAGOON ALI KANSO GROUP LTD.; strong: BLUE LAGOON GROUP; strong: BLUE LAGOON ALI KANSO GROUP (S.L.) LIMITED,"65 Siaka Stevens Street, Freetown, Sierra Leone",Sierra Leone
